trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
791,False,"{'a': 0.9, 'e': 0.4533911773338492}",25,14,20.83863799486147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.9, 'e': 0.4529380127765577}",25,0,-17.59080442549387,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
793,False,"{'a': 0.9, 'e': 0.4524853011573167}",25,15,-24.034088676085137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
794,False,"{'a': 0.9, 'e': 0.45203304202341466}",25,0,-23.70444239130759,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
795,False,"{'a': 0.9, 'e': 0.4515812349225922}",25,0,-78.49137760607258,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 0}",1
796,False,"{'a': 0.9, 'e': 0.45112987940304233}",30,18,-4.518173302750663,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
797,False,"{'a': 0.9, 'e': 0.4506789750134095}",20,6,-38.663939486375156,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
798,False,"{'a': 0.9, 'e': 0.45022852130278923}",30,0,-23.685803914603234,"{0: 26, 1: 3, 2: 0, 3: 0, 4: 1}",0
799,False,"{'a': 0.9, 'e': 0.44977851782072775}",20,5,-6.153041307701773,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
800,False,"{'a': 0.9, 'e': 0.44932896411722156}",20,12,-25.18018898733152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
801,False,"{'a': 0.9, 'e': 0.448879859742717}",30,0,-70.88204214509551,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",1
802,False,"{'a': 0.9, 'e': 0.4484312042481095}",25,0,-34.24608196071981,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
803,False,"{'a': 0.9, 'e': 0.44798299718474366}",25,0,-20.605006179289557,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
804,False,"{'a': 0.9, 'e': 0.44753523810441237}",20,0,-82.45510438315003,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
805,False,"{'a': 0.9, 'e': 0.4470879265593564}",20,0,-70.897814928102,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
806,False,"{'a': 0.9, 'e': 0.44664106210226434}",20,14,-12.590855240858788,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
807,False,"{'a': 0.9, 'e': 0.44619464428627154}",20,11,0.9381815141340819,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
808,False,"{'a': 0.9, 'e': 0.4457486726649602}",30,3,-53.1827059191455,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 1}",1
809,False,"{'a': 0.9, 'e': 0.4453031467923587}",25,14,-46.861137833520935,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
810,False,"{'a': 0.9, 'e': 0.4448580662229411}",20,0,-110.03224671033426,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
811,False,"{'a': 0.9, 'e': 0.4444134305116268}",25,3,-38.473666799615046,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
812,False,"{'a': 0.9, 'e': 0.44396923921378006}",25,11,-33.35565083413396,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
813,False,"{'a': 0.9, 'e': 0.4435254918852095}",25,6,-4.094327475901038,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
814,False,"{'a': 0.9, 'e': 0.44308218808216776}",25,15,3.9891373633635547,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
815,False,"{'a': 0.9, 'e': 0.4426393273613511}",25,0,-73.54909698820353,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
816,False,"{'a': 0.9, 'e': 0.44219690927989863}",20,5,-13.687223246978267,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
817,False,"{'a': 0.9, 'e': 0.4417549333953923}",25,0,9.05761672475994,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
818,False,"{'a': 0.9, 'e': 0.44131339926585617}",20,2,-17.048652679976776,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
819,False,"{'a': 0.9, 'e': 0.4408723064497561}",20,7,15.70146030161973,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.9, 'e': 0.44043165450599925}",30,8,-30.700367550472272,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
821,False,"{'a': 0.9, 'e': 0.43999144299393356}",20,12,14.624188028839814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.9, 'e': 0.43955167147334756}",20,0,-5.793288056545646,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
823,False,"{'a': 0.9, 'e': 0.43911233950446965}",20,11,-24.4878262709958,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
824,False,"{'a': 0.9, 'e': 0.4386734466479678}",20,10,-28.027050440638824,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
825,False,"{'a': 0.9, 'e': 0.4382349924649492}",25,0,-3.809445342616729,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
826,False,"{'a': 0.9, 'e': 0.4377969765169596}",30,6,24.885664703249617,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
827,False,"{'a': 0.9, 'e': 0.437359398365983}",20,11,15.007648223840603,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.9, 'e': 0.43692225757444114}",20,0,-13.276947052556526,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
829,False,"{'a': 0.9, 'e': 0.4364855537051933}",20,0,-1.6233218949976944,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
830,False,"{'a': 0.9, 'e': 0.43604928632153556}",20,12,1.9856887571791808,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.9, 'e': 0.43561345498720044}",20,2,-33.93378192381225,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
832,False,"{'a': 0.9, 'e': 0.43517805926635666}",20,0,-51.818066350650355,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
833,False,"{'a': 0.9, 'e': 0.43474309872360845}",25,17,-6.250906880809562,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
834,False,"{'a': 0.9, 'e': 0.4343085729239951}",25,14,6.410051962040737,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.9, 'e': 0.4338744814329909}",20,3,-59.77300008916956,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 1}",1
836,False,"{'a': 0.9, 'e': 0.4334408238165043}",25,3,21.069951429438586,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.9, 'e': 0.43300759964087765}",20,15,10.505527658344231,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.9, 'e': 0.43257480847288665}",30,0,10.584282343716039,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
839,False,"{'a': 0.9, 'e': 0.43214244987974026}",20,0,-15.303410245423253,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
840,False,"{'a': 0.9, 'e': 0.43171052342907973}",30,0,-44.44887010950989,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
841,False,"{'a': 0.9, 'e': 0.43127902868897855}",20,0,-24.161960365685097,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
842,False,"{'a': 0.9, 'e': 0.43084796522794205}",20,0,-26.28936788156664,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
843,False,"{'a': 0.9, 'e': 0.43041733261490667}",20,10,9.447447963652012,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
844,False,"{'a': 0.9, 'e': 0.4299871304192398}",25,9,8.146568976711842,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
845,False,"{'a': 0.9, 'e': 0.42955735821073915}",20,6,1.9521480269248628,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
846,False,"{'a': 0.9, 'e': 0.42912801555963254}",25,7,-42.25364090471966,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 0}",1
847,False,"{'a': 0.9, 'e': 0.42869910203657724}",25,0,-43.72677944075166,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
848,False,"{'a': 0.9, 'e': 0.4282706172126597}",30,9,-8.942873233744418,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
849,False,"{'a': 0.9, 'e': 0.427842560659395}",25,10,26.207646507308276,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.9, 'e': 0.4274149319487267}",25,0,-1.0885148106647748,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
851,False,"{'a': 0.9, 'e': 0.4269877306530259}",25,5,-2.5506389442035307,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",1
852,False,"{'a': 0.9, 'e': 0.4265609563450914}",25,10,7.508729283696702,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
853,False,"{'a': 0.9, 'e': 0.4261346085981487}",30,0,-36.19239081417452,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
854,False,"{'a': 0.9, 'e': 0.4257086869858502}",20,0,-23.808722090682448,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
855,False,"{'a': 0.9, 'e': 0.42528319108227414}",25,0,-148.70334300582493,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 3}",0
856,False,"{'a': 0.9, 'e': 0.42485812046192456}",30,0,6.20240455116999,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
857,False,"{'a': 0.9, 'e': 0.4244334746997309}",30,0,8.848396117521567,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
858,False,"{'a': 0.9, 'e': 0.4240092533710473}",20,1,-12.230146180023164,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
859,False,"{'a': 0.9, 'e': 0.4235854560516524}",25,11,17.52210758599951,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.9, 'e': 0.4231620823177488}",20,7,-24.18103850695388,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
861,False,"{'a': 0.9, 'e': 0.42273913174596284}",20,6,1.2575618562788358,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
862,False,"{'a': 0.9, 'e': 0.42231660391334386}",20,13,-0.031072372386923952,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
863,False,"{'a': 0.9, 'e': 0.4218944983973639}",20,0,-8.43835957137023,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
864,False,"{'a': 0.9, 'e': 0.42147281477591764}",20,12,-32.02344115783325,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
865,False,"{'a': 0.9, 'e': 0.4210515526273212}",25,2,2.8437327500379945,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
866,False,"{'a': 0.9, 'e': 0.42063071153031245}",25,15,-2.2944214161361356,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
867,False,"{'a': 0.9, 'e': 0.4202102910640503}",20,4,-26.087444729162662,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
868,False,"{'a': 0.9, 'e': 0.41979029080811425}",30,4,28.540339206640137,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
869,False,"{'a': 0.9, 'e': 0.41937071034250395}",20,0,-15.665527305124161,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
870,False,"{'a': 0.9, 'e': 0.418951549247639}",25,0,-18.43653573318816,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
871,False,"{'a': 0.9, 'e': 0.41853280710435814}",20,3,-16.73462249711558,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
872,False,"{'a': 0.9, 'e': 0.41811448349391933}",20,11,-45.83834084172236,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
873,False,"{'a': 0.9, 'e': 0.4176965779979988}",25,5,12.014731256355581,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
874,False,"{'a': 0.9, 'e': 0.41727909019869114}",30,1,-75.7411184213851,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 1}",1
875,False,"{'a': 0.9, 'e': 0.4168620196785084}",30,0,-18.04606492503354,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",1
876,False,"{'a': 0.9, 'e': 0.41644536602038007}",20,4,-12.6116323934755,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
877,False,"{'a': 0.9, 'e': 0.4160291288076525}",20,10,10.27033692996212,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.9, 'e': 0.4156133076240884}",25,0,-5.6204134266618055,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
879,False,"{'a': 0.9, 'e': 0.4151979020538666}",35,0,3.1998567237178985,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",0
880,False,"{'a': 0.9, 'e': 0.4147829116815814}",20,14,8.542296595307741,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.9, 'e': 0.41436833609224244}",30,22,-9.184620938535613,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
882,False,"{'a': 0.9, 'e': 0.4139541748712741}",25,11,12.868941671495977,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
883,False,"{'a': 0.9, 'e': 0.41354042760451515}",25,5,-42.75875879239348,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
884,False,"{'a': 0.9, 'e': 0.4131270938782182}",25,0,-30.7921171708093,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
885,False,"{'a': 0.9, 'e': 0.41271417327904963}",20,0,-30.631815247167495,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
886,False,"{'a': 0.9, 'e': 0.41230166539408875}",30,12,9.946752226584165,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
887,False,"{'a': 0.9, 'e': 0.4118895698108276}",25,0,-31.141783290267284,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
888,False,"{'a': 0.9, 'e': 0.41147788611717057}",20,13,1.0487043647487015,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
889,False,"{'a': 0.9, 'e': 0.41106661390143395}",25,0,3.3994297440306336,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
890,False,"{'a': 0.9, 'e': 0.4106557527523455}",20,9,-66.69969053678086,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
891,False,"{'a': 0.9, 'e': 0.410245302259044}",25,8,-21.570491794377805,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
892,False,"{'a': 0.9, 'e': 0.40983526201107895}",20,0,-12.65301484342345,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
893,False,"{'a': 0.9, 'e': 0.40942563159841006}",35,24,4.053978056828341,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.9, 'e': 0.4090164106114069}",20,0,16.272932673241005,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
895,False,"{'a': 0.9, 'e': 0.40860759864084845}",25,17,16.88674851248401,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.9, 'e': 0.4081991952779227}",30,12,16.265712584814874,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.9, 'e': 0.4077912001142262}",20,7,16.69581207249948,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
898,False,"{'a': 0.9, 'e': 0.4073836127417638}",20,1,9.828045476663808,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
899,False,"{'a': 0.9, 'e': 0.40697643275294815}",20,14,12.033104914331787,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.9, 'e': 0.4065696597405991}",30,2,13.258799713487493,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
901,False,"{'a': 0.9, 'e': 0.4061632932979437}",20,12,3.659626745627681,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.9, 'e': 0.40575733301861544}",30,21,3.0661047692760413,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
903,False,"{'a': 0.9, 'e': 0.405351778496654}",20,9,-13.16929355230464,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
904,False,"{'a': 0.9, 'e': 0.4049466293265049}",30,20,6.857715963899358,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.9, 'e': 0.4045418851030188}",30,1,-87.90124304326457,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 2}",1
906,False,"{'a': 0.9, 'e': 0.4041375454214515}",20,16,7.783458584884432,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.9, 'e': 0.4037336098774634}",25,0,-24.834839460124748,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
908,False,"{'a': 0.9, 'e': 0.40333007806711874}",25,0,1.609872021654319,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
909,False,"{'a': 0.9, 'e': 0.40292694958688574}",25,8,-0.7380627784700267,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
910,False,"{'a': 0.9, 'e': 0.40252422403363597}",20,15,11.499238839667642,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.9, 'e': 0.40212190100464373}",30,11,-17.724645597552595,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
912,False,"{'a': 0.9, 'e': 0.401719980097586}",20,4,-68.49664097082109,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
913,False,"{'a': 0.9, 'e': 0.4013184609105419}",30,0,20.25265797348864,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
914,False,"{'a': 0.9, 'e': 0.4009173430419921}",30,11,16.35202547320812,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.9, 'e': 0.4005166260908188}",25,1,-154.36658014063684,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 4}",1
916,False,"{'a': 0.9, 'e': 0.40011630965630496}",25,0,-18.843432144242154,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
917,False,"{'a': 0.9, 'e': 0.3997163933381341}",25,2,-79.89511524364762,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 2}",1
918,False,"{'a': 0.9, 'e': 0.3993168767363899}",25,5,5.3226439358022075,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
919,False,"{'a': 0.9, 'e': 0.39891775945155566}",25,5,-29.888281558795654,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",1
920,False,"{'a': 0.9, 'e': 0.39851904108451414}",20,0,-117.34775992855371,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",1
921,False,"{'a': 0.9, 'e': 0.39812072123654696}",30,10,-56.44784139380995,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
922,False,"{'a': 0.9, 'e': 0.39772279950933415}",25,0,1.2001307509364953,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
923,False,"{'a': 0.9, 'e': 0.397325275504954}",20,0,-7.892029447994895,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
924,False,"{'a': 0.9, 'e': 0.39692814882588245}",25,0,-13.629942383837907,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
925,False,"{'a': 0.9, 'e': 0.39653141907499284}",20,0,22.467903909783494,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
926,False,"{'a': 0.9, 'e': 0.39613508585555535}",20,0,-75.47007227184884,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
927,False,"{'a': 0.9, 'e': 0.3957391487712367}",25,11,5.399357744922201,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
928,False,"{'a': 0.9, 'e': 0.3953436074260998}",30,0,-96.08217392297927,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 3}",0
929,False,"{'a': 0.9, 'e': 0.39494846142460327}",35,8,-15.404446408799604,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
930,False,"{'a': 0.9, 'e': 0.3945537103716011}",20,3,-5.303746679731805,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
931,False,"{'a': 0.9, 'e': 0.3941593538723422}",20,0,-25.585257283548554,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
932,False,"{'a': 0.9, 'e': 0.39376539153247}",25,0,-42.98478614606491,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
933,False,"{'a': 0.9, 'e': 0.3933718229580221}",25,0,-6.450498551760448,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
934,False,"{'a': 0.9, 'e': 0.39297864775542996}",20,0,23.04080732959505,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
935,False,"{'a': 0.9, 'e': 0.39258586553151836}",30,4,-8.216685717206165,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 1}",1
936,False,"{'a': 0.9, 'e': 0.39219347589350495}",20,16,8.96689387302847,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.9, 'e': 0.39180147844900015}",25,8,-17.900721316245335,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
938,False,"{'a': 0.9, 'e': 0.3914098728060065}",30,5,-52.37273132735926,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",1
939,False,"{'a': 0.9, 'e': 0.3910186585729182}",30,2,-101.3165717187192,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 2}",1
940,False,"{'a': 0.9, 'e': 0.3906278353585211}",20,8,-21.70972920215866,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
941,False,"{'a': 0.9, 'e': 0.39023740277199187}",20,0,-27.252783189714556,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
942,False,"{'a': 0.9, 'e': 0.38984736042289797}",30,0,-67.59415309658617,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
943,False,"{'a': 0.9, 'e': 0.38945770792119694}",35,14,-33.56491859057394,"{0: 15, 1: 4, 2: 0, 3: 2, 4: 0}",1
944,False,"{'a': 0.9, 'e': 0.3890684448772363}",30,5,2.8136347275662144,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
945,False,"{'a': 0.9, 'e': 0.388679570901753}",30,0,-2.4567634543104067,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
946,False,"{'a': 0.9, 'e': 0.38829108560587294}",20,0,-7.750400081837858,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
947,False,"{'a': 0.9, 'e': 0.3879029886011109}",25,0,-51.49106395378351,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
948,False,"{'a': 0.9, 'e': 0.3875152794993697}",20,0,-10.871022790444984,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
949,False,"{'a': 0.9, 'e': 0.38712795791294036}",20,9,-4.240601991438391,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
950,False,"{'a': 0.9, 'e': 0.3867410234545012}",35,21,-20.973515287803014,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
951,False,"{'a': 0.9, 'e': 0.3863544757371177}",30,0,27.99338314731319,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
952,False,"{'a': 0.9, 'e': 0.3859683143742421}",20,3,-37.129341575287405,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
953,False,"{'a': 0.9, 'e': 0.38558253897971306}",30,0,-26.8162355440775,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
954,False,"{'a': 0.9, 'e': 0.38519714916775516}",20,0,19.314880070329025,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
955,False,"{'a': 0.9, 'e': 0.3848121445529785}",25,5,1.605227315664389,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
956,False,"{'a': 0.9, 'e': 0.3844275247503785}",20,14,-12.186367154367932,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
957,False,"{'a': 0.9, 'e': 0.3840432893753352}",25,0,-10.333372778691421,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
958,False,"{'a': 0.9, 'e': 0.38365943804361335}",25,1,13.255510997991601,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.9, 'e': 0.3832759703713615}",20,3,-28.044340868314443,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
960,False,"{'a': 0.9, 'e': 0.38289288597511206}",20,0,-85.32871920886636,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
961,False,"{'a': 0.9, 'e': 0.38251018447178037}",30,13,13.814221544240716,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
962,False,"{'a': 0.9, 'e': 0.38212786547866506}",20,0,-60.68723326553885,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
963,False,"{'a': 0.9, 'e': 0.3817459286134471}",30,0,-87.44006500160118,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
964,False,"{'a': 0.9, 'e': 0.38136437349418956}",30,0,-58.446198600207936,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
965,False,"{'a': 0.9, 'e': 0.38098319973933725}",20,5,26.4302075968638,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.9, 'e': 0.38060240696771647}",20,6,5.638996973784269,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
967,False,"{'a': 0.9, 'e': 0.38022199479853436}",20,12,-17.13481948917113,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
968,False,"{'a': 0.9, 'e': 0.3798419628513787}",25,6,9.147932472892819,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
969,False,"{'a': 0.9, 'e': 0.37946231074621756}",25,11,7.3436866703407775,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
970,False,"{'a': 0.9, 'e': 0.37908303810339883}",20,0,-12.586183508473566,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
971,False,"{'a': 0.9, 'e': 0.37870414454364976}",25,10,27.49126602426183,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.9, 'e': 0.3783256296880768}",35,20,-13.317199763700842,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
973,False,"{'a': 0.9, 'e': 0.37794749315816506}",25,0,-24.17225881050615,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
974,False,"{'a': 0.9, 'e': 0.37756973457577797}",35,19,-37.80328936076425,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
